match,battingTeam,battingPos,batsmanName,batsmanNameUrl,dismissal,runs,balls,4s,6s,SR
Sri Lanka Vs New Zealand,Sri Lanka,4,Glenn Phillips,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,c Shanaka b Kumara,104,64,10,4,162.50
Sri Lanka Vs New Zealand,Sri Lanka,5,Daryl Mitchell,https://www.espncricinfo.com/cricketers/daryl-mitchell-381743,b Hasaranga,22,24,0,0,91.66
Sri Lanka Vs New Zealand,Sri Lanka,6,James Neesham,https://www.espncricinfo.com/cricketers/james-neesham-355269,c Shanaka b Rajitha,5,8,0,0,62.50
Sri Lanka Vs New Zealand,Sri Lanka,7,Mitchell Santner,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,not out,11,5,0,1,220.00
Sri Lanka Vs New Zealand,Sri Lanka,8,Ish Sodhi,https://www.espncricinfo.com/cricketers/ish-sodhi-559066,run out (sub [KNA Bandara]/†Mendis),1,1,0,0,100.00
Sri Lanka Vs New Zealand,Sri Lanka,9,Tim Southee,https://www.espncricinfo.com/cricketers/tim-southee-232364,not out,4,1,1,0,400.00
Sri Lanka Vs New Zealand,New Zealand,1,Pathum Nissanka,https://www.espncricinfo.com/cricketers/pathum-nissanka-1028655,lbw b Southee,0,5,0,0,0.00
Sri Lanka Vs New Zealand,New Zealand,2,Kusal Mendis †,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,c †Conway b Boult,4,3,1,0,133.33
Sri Lanka Vs New Zealand,New Zealand,3,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,b Boult,0,3,0,0,0.00
Sri Lanka Vs New Zealand,New Zealand,4,Charith Asalanka,https://www.espncricinfo.com/cricketers/charith-asalanka-784367,c Allen b Boult,4,8,0,0,50.00
Sri Lanka Vs New Zealand,New Zealand,5,Bhanuka Rajapaksa,https://www.espncricinfo.com/cricketers/bhanuka-rajapaksa-342619,c Williamson b Ferguson,34,22,3,2,154.54
Sri Lanka Vs New Zealand,New Zealand,6,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,c Boult b Santner,3,8,0,0,37.50
Sri Lanka Vs New Zealand,New Zealand,7,Dasun Shanaka (c),https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,c Mitchell b Boult,35,32,4,1,109.37
Sri Lanka Vs New Zealand,New Zealand,8,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,c Williamson b Sodhi,4,6,1,0,66.66
Sri Lanka Vs New Zealand,New Zealand,9,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,c Neesham b Santner,0,3,0,0,0.00
Sri Lanka Vs New Zealand,New Zealand,10,Kasun Rajitha,https://www.espncricinfo.com/cricketers/kasun-rajitha-499594,not out,8,21,0,0,38.09
Sri Lanka Vs New Zealand,New Zealand,11,Lahiru Kumara,https://www.espncricinfo.com/cricketers/lahiru-kumara-784375,st †Conway b Sodhi,4,5,1,0,80.00
Zimbabwe Vs Pakistan,Zimbabwe,1,Wessly Madhevere,https://www.espncricinfo.com/cricketers/wessly-madhevere-938959,lbw b Mohammad Wasim,17,13,3,0,130.76
Zimbabwe Vs Pakistan,Zimbabwe,2,Craig Ervine (c),https://www.espncricinfo.com/cricketers/craig-ervine-55412,c Mohammad Wasim b Haris Rauf,19,19,2,0,100.00
Zimbabwe Vs Pakistan,Zimbabwe,3,Milton Shumba,https://www.espncricinfo.com/cricketers/milton-shumba-951781,c & b Shadab Khan,8,10,1,0,80.00
Zimbabwe Vs Pakistan,Zimbabwe,4,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,b Shadab Khan,31,28,3,0,110.71
Zimbabwe Vs Pakistan,Zimbabwe,5,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,c Haris Rauf b Mohammad Wasim,9,16,1,0,56.25
Zimbabwe Vs Pakistan,Zimbabwe,6,Regis Chakabva †,https://www.espncricinfo.com/cricketers/regis-chakabva-293831,c Babar Azam b Shadab Khan,0,1,0,0,0.00
Zimbabwe Vs Pakistan,Zimbabwe,7,Ryan Burl,https://www.espncricinfo.com/cricketers/ryan-burl-495964,not out,10,15,0,0,66.66
Zimbabwe Vs Pakistan,Zimbabwe,8,Luke Jongwe,https://www.espncricinfo.com/cricketers/luke-jongwe-541224,b Mohammad Wasim,0,1,0,0,0.00
Zimbabwe Vs Pakistan,Zimbabwe,9,Brad Evans,https://www.espncricinfo.com/cricketers/brad-evans-696127,b Mohammad Wasim,19,15,0,1,126.66
Zimbabwe Vs Pakistan,Zimbabwe,10,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,not out,3,2,0,0,150.00
Zimbabwe Vs Pakistan,Pakistan,1,Mohammad Rizwan †,https://www.espncricinfo.com/cricketers/mohammad-rizwan-323389,b Muzarabani,14,16,1,1,87.50
Zimbabwe Vs Pakistan,Pakistan,2,Babar Azam (c),https://www.espncricinfo.com/cricketers/babar-azam-348144,c Burl b Evans,4,9,1,0,44.44
Zimbabwe Vs Pakistan,Pakistan,3,Shan Masood,https://www.espncricinfo.com/cricketers/shan-masood-233901,st †Chakabva b Sikandar Raza,44,38,3,0,115.78
Zimbabwe Vs Pakistan,Pakistan,4,Iftikhar Ahmed,https://www.espncricinfo.com/cricketers/iftikhar-ahmed-480603,c †Chakabva b Jongwe,5,10,1,0,50.00
Zimbabwe Vs Pakistan,Pakistan,5,Shadab Khan,https://www.espncricinfo.com/cricketers/shadab-khan-922943,c Williams b Sikandar Raza,17,14,0,1,121.42
Zimbabwe Vs Pakistan,Pakistan,6,Haider Ali,https://www.espncricinfo.com/cricketers/haider-ali-1168651,lbw b Sikandar Raza,0,1,0,0,0.00
Zimbabwe Vs Pakistan,Pakistan,7,Mohammad Nawaz,https://www.espncricinfo.com/cricketers/mohammad-nawaz-348148,c Ervine b Evans,22,18,1,1,122.22
Zimbabwe Vs Pakistan,Pakistan,8,Mohammad Wasim,https://www.espncricinfo.com/cricketers/mohammad-wasim-1185538,not out,12,13,2,0,92.30
Zimbabwe Vs Pakistan,Pakistan,9,Shaheen Shah Afridi,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,run out (Sikandar Raza/†Chakabva),1,1,0,0,100.00
Netherlands Vs India,Netherlands,1,KL Rahul,https://www.espncricinfo.com/cricketers/kl-rahul-422108,lbw b van Meekeren,9,12,1,0,75.00
Netherlands Vs India,Netherlands,2,Rohit Sharma (c),https://www.espncricinfo.com/cricketers/rohit-sharma-34102,c Ackermann b Klaassen,53,39,4,3,135.89
Netherlands Vs India,Netherlands,3,Virat Kohli,https://www.espncricinfo.com/cricketers/virat-kohli-253802,not out,62,44,3,2,140.90
Netherlands Vs India,Netherlands,4,Suryakumar Yadav,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,not out,51,25,7,1,204.00
Netherlands Vs India,India,1,Vikramjit Singh,https://www.espncricinfo.com/cricketers/vikramjit-singh-1153767,b Kumar,1,9,0,0,11.11
Netherlands Vs India,India,2,Max O'Dowd,https://www.espncricinfo.com/cricketers/max-o-dowd-643197,b Patel,16,10,3,0,160.00
Netherlands Vs India,India,3,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,c Pandya b Patel,16,23,0,0,69.56
Netherlands Vs India,India,4,Colin Ackermann,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,c Patel b Ashwin,17,21,1,0,80.95
Netherlands Vs India,India,5,Tom Cooper,https://www.espncricinfo.com/cricketers/tom-cooper-219885,c sub (DJ Hooda) b Ashwin,9,12,0,0,75.00
Netherlands Vs India,India,6,Scott Edwards (c)†,https://www.espncricinfo.com/cricketers/scott-edwards-1127317,c sub (DJ Hooda) b Kumar,5,8,0,0,62.50
Netherlands Vs India,India,7,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,c Kohli b Mohammed Shami,20,15,1,1,133.33
Netherlands Vs India,India,8,Logan van Beek,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,c †Karthik b Arshdeep Singh,3,5,0,0,60.00
Netherlands Vs India,India,9,Shariz Ahmad,https://www.espncricinfo.com/cricketers/shariz-ahmad-1278252,not out,16,11,2,0,145.45
Netherlands Vs India,India,10,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,lbw b Arshdeep Singh,0,1,0,0,0.00
Netherlands Vs India,India,11,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,not out,14,6,3,0,233.33
South Africa Vs Bangladesh,South Africa,1,Temba Bavuma (c),https://www.espncricinfo.com/cricketers/temba-bavuma-372116,c †Nurul Hasan b Taskin Ahmed,2,6,0,0,33.33
South Africa Vs Bangladesh,South Africa,2,Quinton de Kock †,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,c Soumya Sarkar b Afif Hossain,63,38,7,3,165.78
South Africa Vs Bangladesh,South Africa,3,Rilee Rossouw,https://www.espncricinfo.com/cricketers/rilee-rossouw-318845,c Litton Das b Shakib Al Hasan,109,56,7,8,194.64
South Africa Vs Bangladesh,South Africa,4,Tristan Stubbs,https://www.espncricinfo.com/cricketers/tristan-stubbs-595978,c Litton Das b Shakib Al Hasan,7,7,1,0,100.00
South Africa Vs Bangladesh,South Africa,5,Aiden Markram,https://www.espncricinfo.com/cricketers/aiden-markram-600498,c Soumya Sarkar b Hasan Mahmud,10,11,1,0,90.90
South Africa Vs Bangladesh,South Africa,6,David Miller,https://www.espncricinfo.com/cricketers/david-miller-321777,not out,2,4,0,0,50.00
South Africa Vs Bangladesh,South Africa,7,Wayne Parnell,https://www.espncricinfo.com/cricketers/wayne-parnell-265564,not out,0,2,0,0,0.00
South Africa Vs Bangladesh,Bangladesh,1,Najmul Hossain Shanto,https://www.espncricinfo.com/cricketers/najmul-hossain-shanto-629058,b Nortje,9,9,1,0,100.00
South Africa Vs Bangladesh,Bangladesh,2,Soumya Sarkar,https://www.espncricinfo.com/cricketers/soumya-sarkar-436677,c †de Kock b Nortje,15,6,0,2,250.00
South Africa Vs Bangladesh,Bangladesh,3,Litton Das,https://www.espncricinfo.com/cricketers/litton-das-536936,c Stubbs b Shamsi,34,31,1,1,109.67
South Africa Vs Bangladesh,Bangladesh,4,Shakib Al Hasan (c),https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,lbw b Nortje,1,4,0,0,25.00
South Africa Vs Bangladesh,Bangladesh,5,Afif Hossain,https://www.espncricinfo.com/cricketers/afif-hossain-935995,c Parnell b Rabada,1,5,0,0,20.00
South Africa Vs Bangladesh,Bangladesh,6,Mehidy Hasan Miraz,https://www.espncricinfo.com/cricketers/mehidy-hasan-miraz-629063,c Markram b Shamsi,11,13,0,0,84.61
South Africa Vs Bangladesh,Bangladesh,7,Mosaddek Hossain,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,st †de Kock b Maharaj,0,3,0,0,0.00
South Africa Vs Bangladesh,Bangladesh,8,Nurul Hasan †,https://www.espncricinfo.com/cricketers/nurul-hasan-410765,c Nortje b Shamsi,2,6,0,0,33.33
South Africa Vs Bangladesh,Bangladesh,9,Taskin Ahmed,https://www.espncricinfo.com/cricketers/taskin-ahmed-538506,b Nortje,10,17,1,0,58.82
South Africa Vs Bangladesh,Bangladesh,10,Hasan Mahmud,https://www.espncricinfo.com/cricketers/hasan-mahmud-926629,run out (Rabada),0,2,0,0,0.00
South Africa Vs Bangladesh,Bangladesh,11,Mustafizur Rahman,https://www.espncricinfo.com/cricketers/mustafizur-rahman-330902,not out,9,3,0,1,300.00
Ireland Vs England,Ireland,1,Paul Stirling,https://www.espncricinfo.com/cricketers/paul-stirling-303427,c Curran b Wood,14,8,1,1,175.00
Ireland Vs England,Ireland,2,Andy Balbirnie (c),https://www.espncricinfo.com/cricketers/andy-balbirnie-303423,c Hales b Livingstone,62,47,5,2,131.91
Ireland Vs England,Ireland,3,Lorcan Tucker †,https://www.espncricinfo.com/cricketers/lorcan-tucker-928057,run out (Rashid),34,27,3,1,125.92
Ireland Vs England,Ireland,4,Harry Tector,https://www.espncricinfo.com/cricketers/harry-tector-961407,c †Buttler b Wood,0,2,0,0,0.00
Ireland Vs England,Ireland,5,Curtis Campher,https://www.espncricinfo.com/cricketers/curtis-campher-595921,c †Buttler b Wood,18,11,3,0,163.63
Ireland Vs England,Ireland,6,George Dockrell,https://www.espncricinfo.com/cricketers/george-dockrell-348034,b Livingstone,0,1,0,0,0.00
Ireland Vs England,Ireland,7,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,not out,12,10,1,0,120.00
Ireland Vs England,Ireland,8,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,c Curran b Livingstone,4,4,0,0,100.00
Ireland Vs England,Ireland,9,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,b Curran,3,3,0,0,100.00
Ireland Vs England,Ireland,10,Fionn Hand,https://www.espncricinfo.com/cricketers/fionn-hand-1099225,b Curran,1,2,0,0,50.00
Ireland Vs England,Ireland,11,Josh Little,https://www.espncricinfo.com/cricketers/josh-little-928067,c †Buttler b Stokes,0,1,0,0,0.00
Ireland Vs England,England,1,Jos Buttler (c)†,https://www.espncricinfo.com/cricketers/jos-buttler-308967,c †Tucker b Little,0,2,0,0,0.00
Ireland Vs England,England,2,Alex Hales,https://www.espncricinfo.com/cricketers/alex-hales-249866,c Adair b Little,7,5,1,0,140.00
Ireland Vs England,England,3,Dawid Malan,https://www.espncricinfo.com/cricketers/dawid-malan-236489,c Hand b McCarthy,35,37,2,0,94.59
Ireland Vs England,England,4,Ben Stokes,https://www.espncricinfo.com/cricketers/ben-stokes-311158,b Hand,6,8,0,0,75.00
Ireland Vs England,England,5,Harry Brook,https://www.espncricinfo.com/cricketers/harry-brook-911707,c Delany b Dockrell,18,21,1,0,85.71
Ireland Vs England,England,6,Moeen Ali,https://www.espncricinfo.com/cricketers/moeen-ali-8917,not out,24,12,3,1,200.00
Ireland Vs England,England,7,Liam Livingstone,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,not out,1,2,0,0,50.00
Sri Lanka Vs Australia,Sri Lanka,1,Pathum Nissanka,https://www.espncricinfo.com/cricketers/pathum-nissanka-1028655,run out (Marsh/†Wade),40,45,2,0,88.88
Sri Lanka Vs Australia,Sri Lanka,2,Kusal Mendis †,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,c Marsh b Cummins,5,6,1,0,83.33
Sri Lanka Vs Australia,Sri Lanka,3,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,c Warner b Agar,26,23,3,0,113.04
Sri Lanka Vs Australia,Sri Lanka,4,Charith Asalanka,https://www.espncricinfo.com/cricketers/charith-asalanka-784367,not out,38,25,3,2,152.00
Sri Lanka Vs Australia,Sri Lanka,5,Bhanuka Rajapaksa,https://www.espncricinfo.com/cricketers/bhanuka-rajapaksa-342619,c Cummins b Starc,7,5,1,0,140.00
Sri Lanka Vs Australia,Sri Lanka,6,Dasun Shanaka (c),https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,c †Wade b Maxwell,3,5,0,0,60.00
Sri Lanka Vs Australia,Sri Lanka,7,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,c †Wade b Hazlewood,1,4,0,0,25.00
Sri Lanka Vs Australia,Sri Lanka,8,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,not out,14,7,2,0,200.00
Sri Lanka Vs Australia,Australia,1,David Warner,https://www.espncricinfo.com/cricketers/david-warner-219889,c Shanaka b Theekshana,11,10,0,0,110.00
Sri Lanka Vs Australia,Australia,2,Aaron Finch (c),https://www.espncricinfo.com/cricketers/aaron-finch-5334,not out,31,42,0,1,73.80
Sri Lanka Vs Australia,Australia,3,Mitchell Marsh,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,c Rajapaksa b de Silva,17,17,1,1,100.00
Sri Lanka Vs Australia,Australia,4,Glenn Maxwell,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,c sub (KNA Bandara) b Karunaratne,23,12,2,2,191.66
Sri Lanka Vs Australia,Australia,5,Marcus Stoinis,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,not out,59,18,4,6,327.77
Zimbabwe Vs South Africa,Zimbabwe,1,Regis Chakabva †,https://www.espncricinfo.com/cricketers/regis-chakabva-293831,c †de Kock b Ngidi,8,8,0,1,100.00
Zimbabwe Vs South Africa,Zimbabwe,2,Craig Ervine (c),https://www.espncricinfo.com/cricketers/craig-ervine-55412,c Ngidi b Parnell,2,6,0,0,33.33
Zimbabwe Vs South Africa,Zimbabwe,3,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,run out (Miller),1,1,0,0,100.00
Zimbabwe Vs South Africa,Zimbabwe,4,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,c †de Kock b Ngidi,0,2,0,0,0.00
Zimbabwe Vs South Africa,Zimbabwe,5,Wessly Madhevere,https://www.espncricinfo.com/cricketers/wessly-madhevere-938959,not out,35,18,4,1,194.44
Zimbabwe Vs South Africa,Zimbabwe,6,Milton Shumba,https://www.espncricinfo.com/cricketers/milton-shumba-951781,c †de Kock b Nortje,18,20,2,0,90.00
Zimbabwe Vs South Africa,South Africa,1,Quinton de Kock †,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143,not out,47,18,8,1,261.11
Zimbabwe Vs South Africa,South Africa,2,Temba Bavuma (c),https://www.espncricinfo.com/cricketers/temba-bavuma-372116,not out,2,2,0,0,100.00
Netherlands Vs Bangladesh,Netherlands,1,Najmul Hossain Shanto,https://www.espncricinfo.com/cricketers/najmul-hossain-shanto-629058,c van Beek b Pringle,25,20,4,0,125.00
Netherlands Vs Bangladesh,Netherlands,2,Soumya Sarkar,https://www.espncricinfo.com/cricketers/soumya-sarkar-436677,c de Leede b van Meekeren,14,14,2,0,100.00
Netherlands Vs Bangladesh,Netherlands,3,Litton Das,https://www.espncricinfo.com/cricketers/litton-das-536936,c Cooper b van Beek,9,11,0,0,81.81
Netherlands Vs Bangladesh,Netherlands,4,Shakib Al Hasan (c),https://www.espncricinfo.com/cricketers/shakib-al-hasan-56143,c de Leede b Shariz Ahmad,7,9,0,0,77.77
Netherlands Vs Bangladesh,Netherlands,5,Afif Hossain,https://www.espncricinfo.com/cricketers/afif-hossain-935995,c †Edwards b de Leede,38,27,2,2,140.74
Netherlands Vs Bangladesh,Netherlands,6,Yasir Ali,https://www.espncricinfo.com/cricketers/yasir-ali-629059,b van Meekeren,3,5,0,0,60.00
Netherlands Vs Bangladesh,Netherlands,7,Nurul Hasan †,https://www.espncricinfo.com/cricketers/nurul-hasan-410765,c van Meekeren b de Leede,13,18,0,0,72.22
Netherlands Vs Bangladesh,Netherlands,8,Mosaddek Hossain,https://www.espncricinfo.com/cricketers/mosaddek-hossain-550133,not out,20,12,2,1,166.66
Netherlands Vs Bangladesh,Netherlands,9,Taskin Ahmed,https://www.espncricinfo.com/cricketers/taskin-ahmed-538506,c van Beek b Klaassen,0,1,0,0,0.00
Netherlands Vs Bangladesh,Netherlands,10,Hasan Mahmud,https://www.espncricinfo.com/cricketers/hasan-mahmud-926629,not out,0,3,0,0,0.00
Netherlands Vs Bangladesh,Bangladesh,1,Vikramjit Singh,https://www.espncricinfo.com/cricketers/vikramjit-singh-1153767,c Yasir Ali b Taskin Ahmed,0,1,0,0,0.00
Netherlands Vs Bangladesh,Bangladesh,2,Max O'Dowd,https://www.espncricinfo.com/cricketers/max-o-dowd-643197,run out (Afif Hossain/Shakib Al Hasan),8,8,0,1,100.00
Netherlands Vs Bangladesh,Bangladesh,3,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,c †Nurul Hasan b Taskin Ahmed,0,1,0,0,0.00
Netherlands Vs Bangladesh,Bangladesh,4,Colin Ackermann,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,c Mosaddek Hossain b Taskin Ahmed,62,48,6,2,129.16
Netherlands Vs Bangladesh,Bangladesh,5,Tom Cooper,https://www.espncricinfo.com/cricketers/tom-cooper-219885,run out (Najmul Hossain Shanto/†Nurul Hasan),0,0,0,0,-
Netherlands Vs Bangladesh,Bangladesh,6,Scott Edwards (c)†,https://www.espncricinfo.com/cricketers/scott-edwards-1127317,c Hasan Mahmud b Shakib Al Hasan,16,24,1,0,66.66
Netherlands Vs Bangladesh,Bangladesh,7,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,b Hasan Mahmud,1,6,0,0,16.66
Netherlands Vs Bangladesh,Bangladesh,8,Logan van Beek,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,c Taskin Ahmed b Hasan Mahmud,2,5,0,0,40.00
Netherlands Vs Bangladesh,Bangladesh,9,Shariz Ahmad,https://www.espncricinfo.com/cricketers/shariz-ahmad-1278252,c Hasan Mahmud b Taskin Ahmed,9,8,1,0,112.50
Netherlands Vs Bangladesh,Bangladesh,10,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,not out,7,6,0,0,116.66
Netherlands Vs Bangladesh,Bangladesh,11,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,c Litton Das b Soumya Sarkar,24,14,3,1,171.42
Pakistan Vs India,Pakistan,1,Mohammad Rizwan †,https://www.espncricinfo.com/cricketers/mohammad-rizwan-323389,c Kumar b Arshdeep Singh,4,12,1,0,33.33
Pakistan Vs India,Pakistan,2,Babar Azam (c),https://www.espncricinfo.com/cricketers/babar-azam-348144,lbw b Arshdeep Singh,0,1,0,0,0.00
Pakistan Vs India,Pakistan,3,Shan Masood,https://www.espncricinfo.com/cricketers/shan-masood-233901,not out,52,42,5,0,123.80
Pakistan Vs India,Pakistan,4,Iftikhar Ahmed,https://www.espncricinfo.com/cricketers/iftikhar-ahmed-480603,lbw b Mohammed Shami,51,34,2,4,150.00
Pakistan Vs India,Pakistan,5,Shadab Khan,https://www.espncricinfo.com/cricketers/shadab-khan-922943,c Yadav b Pandya,5,6,1,0,83.33
Pakistan Vs India,Pakistan,6,Haider Ali,https://www.espncricinfo.com/cricketers/haider-ali-1168651,c Yadav b Pandya,2,4,0,0,50.00
Pakistan Vs India,Pakistan,7,Mohammad Nawaz,https://www.espncricinfo.com/cricketers/mohammad-nawaz-348148,c †Karthik b Pandya,9,6,2,0,150.00
Pakistan Vs India,Pakistan,8,Asif Ali,https://www.espncricinfo.com/cricketers/asif-ali-494230,c †Karthik b Arshdeep Singh,2,3,0,0,66.66
Pakistan Vs India,Pakistan,9,Shaheen Shah Afridi,https://www.espncricinfo.com/cricketers/shaheen-shah-afridi-1072470,c & b Kumar,16,8,1,1,200.00
Pakistan Vs India,Pakistan,10,Haris Rauf,https://www.espncricinfo.com/cricketers/haris-rauf-1161606,not out,6,4,0,1,150.00
Pakistan Vs India,India,1,KL Rahul,https://www.espncricinfo.com/cricketers/kl-rahul-422108,b Naseem Shah,4,8,0,0,50.00
Pakistan Vs India,India,2,Rohit Sharma (c),https://www.espncricinfo.com/cricketers/rohit-sharma-34102,c Iftikhar Ahmed b Haris Rauf,4,7,0,0,57.14
Pakistan Vs India,India,3,Virat Kohli,https://www.espncricinfo.com/cricketers/virat-kohli-253802,not out,82,53,6,4,154.71
Pakistan Vs India,India,4,Suryakumar Yadav,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507,c †Mohammad Rizwan b Haris Rauf,15,10,2,0,150.00
Pakistan Vs India,India,5,Axar Patel,https://www.espncricinfo.com/cricketers/axar-patel-554691,run out (Babar Azam/†Mohammad Rizwan),2,3,0,0,66.66
Pakistan Vs India,India,6,Hardik Pandya,https://www.espncricinfo.com/cricketers/hardik-pandya-625371,c Babar Azam b Mohammad Nawaz,40,37,1,2,108.10
Pakistan Vs India,India,7,Dinesh Karthik †,https://www.espncricinfo.com/cricketers/dinesh-karthik-30045,st †Mohammad Rizwan b Mohammad Nawaz,1,2,0,0,50.00
Pakistan Vs India,India,8,Ravichandran Ashwin,https://www.espncricinfo.com/cricketers/ravichandran-ashwin-26421,not out,1,1,0,0,100.00
Sri Lanka Vs Ireland,Sri Lanka,1,Paul Stirling,https://www.espncricinfo.com/cricketers/paul-stirling-303427,c Rajapaksa b de Silva,34,25,4,1,136.00
Sri Lanka Vs Ireland,Sri Lanka,2,Andy Balbirnie (c),https://www.espncricinfo.com/cricketers/andy-balbirnie-303423,b Kumara,1,5,0,0,20.00
Sri Lanka Vs Ireland,Sri Lanka,3,Lorcan Tucker †,https://www.espncricinfo.com/cricketers/lorcan-tucker-928057,b Theekshana,10,11,1,0,90.90
Sri Lanka Vs Ireland,Sri Lanka,4,Harry Tector,https://www.espncricinfo.com/cricketers/harry-tector-961407,c Shanaka b Fernando,45,42,2,1,107.14
Sri Lanka Vs Ireland,Sri Lanka,5,Curtis Campher,https://www.espncricinfo.com/cricketers/curtis-campher-595921,c Asalanka b Karunaratne,2,4,0,0,50.00
Sri Lanka Vs Ireland,Sri Lanka,6,George Dockrell,https://www.espncricinfo.com/cricketers/george-dockrell-348034,b Theekshana,14,16,0,0,87.50
Sri Lanka Vs Ireland,Sri Lanka,7,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,c Karunaratne b Hasaranga,9,6,1,0,150.00
Sri Lanka Vs Ireland,Sri Lanka,8,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,c Karunaratne b Hasaranga,0,1,0,0,0.00
Sri Lanka Vs Ireland,Sri Lanka,9,Simi Singh,https://www.espncricinfo.com/cricketers/simi-singh-1005257,not out,7,8,1,0,87.50
Sri Lanka Vs Ireland,Sri Lanka,10,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,not out,2,2,0,0,100.00
Sri Lanka Vs Ireland,Ireland,1,Kusal Mendis †,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,not out,68,43,5,3,158.13
Sri Lanka Vs Ireland,Ireland,2,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,c †Tucker b Delany,31,25,2,1,124.00
Sri Lanka Vs Ireland,Ireland,3,Charith Asalanka,https://www.espncricinfo.com/cricketers/charith-asalanka-784367,not out,31,22,2,0,140.90
England Vs Afghanistan,England,1,Hazratullah Zazai,https://www.espncricinfo.com/cricketers/hazratullah-zazai-793457,c Livingstone b Stokes,7,17,1,0,41.17
England Vs Afghanistan,England,2,Rahmanullah Gurbaz †,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087,c †Buttler b Wood,10,9,0,1,111.11
England Vs Afghanistan,England,3,Ibrahim Zadran,https://www.espncricinfo.com/cricketers/ibrahim-zadran-921509,c Ali b Curran,32,32,3,1,100.00
England Vs Afghanistan,England,4,Usman Ghani,https://www.espncricinfo.com/cricketers/usman-ghani-711559,c Livingstone b Curran,30,30,3,0,100.00
England Vs Afghanistan,England,5,Najibullah Zadran,https://www.espncricinfo.com/cricketers/najibullah-zadran-524049,c Rashid b Stokes,13,11,0,1,118.18
England Vs Afghanistan,England,6,Mohammad Nabi (c),https://www.espncricinfo.com/cricketers/mohammad-nabi-25913,c †Buttler b Wood,3,5,0,0,60.00
England Vs Afghanistan,England,7,Azmatullah Omarzai,https://www.espncricinfo.com/cricketers/azmatullah-omarzai-819429,c Stokes b Curran,8,6,1,0,133.33
England Vs Afghanistan,England,8,Rashid Khan,https://www.espncricinfo.com/cricketers/rashid-khan-793463,c Hales b Curran,0,1,0,0,0.00
England Vs Afghanistan,England,9,Mujeeb Ur Rahman,https://www.espncricinfo.com/cricketers/mujeeb-ur-rahman-974109,c & b Woakes,0,1,0,0,0.00
