match,battingTeam,battingPos,batsmanName,batsmanNameUrl,dismissal,runs,balls,4s,6s,SR
Zimbabwe Vs Ireland,Ireland,11,Josh Little,https://www.espncricinfo.com/cricketers/josh-little-928067,not out,7,11,1,0,63.63
West Indies Vs Scotland,West Indies,1,George Munsey,https://www.espncricinfo.com/cricketers/george-munsey-671805,not out,66,53,9,0,124.52
West Indies Vs Scotland,West Indies,2,Michael Jones,https://www.espncricinfo.com/cricketers/michael-jones-1093091,b Holder,20,17,3,0,117.64
West Indies Vs Scotland,West Indies,3,Matthew Cross †,https://www.espncricinfo.com/cricketers/matthew-cross-417268,c Brooks b Holder,3,5,0,0,60.00
West Indies Vs Scotland,West Indies,4,Richie Berrington (c),https://www.espncricinfo.com/cricketers/richie-berrington-25490,c Mayers b Joseph,16,14,0,1,114.28
West Indies Vs Scotland,West Indies,5,Calum MacLeod,https://www.espncricinfo.com/cricketers/calum-macleod-232435,c King b Smith,23,14,4,0,164.28
West Indies Vs Scotland,West Indies,6,Michael Leask,https://www.espncricinfo.com/cricketers/michael-leask-414966,b Joseph,4,6,0,0,66.66
West Indies Vs Scotland,West Indies,7,Chris Greaves,https://www.espncricinfo.com/cricketers/chris-greaves-873199,not out,16,11,2,0,145.45
West Indies Vs Scotland,Scotland,1,Kyle Mayers,https://www.espncricinfo.com/cricketers/kyle-mayers-348056,c Munsey b Davey,20,13,3,1,153.84
West Indies Vs Scotland,Scotland,2,Evin Lewis,https://www.espncricinfo.com/cricketers/evin-lewis-431901,c Jones b Wheal,14,13,1,1,107.69
West Indies Vs Scotland,Scotland,3,Brandon King,https://www.espncricinfo.com/cricketers/brandon-king-670035,b Watt,17,15,3,0,113.33
West Indies Vs Scotland,Scotland,4,Nicholas Pooran (c)†,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,b Leask,5,9,0,0,55.55
West Indies Vs Scotland,Scotland,5,Shamarh Brooks,https://www.espncricinfo.com/cricketers/shamarh-brooks-230555,c Leask b Wheal,4,9,0,0,44.44
West Indies Vs Scotland,Scotland,6,Rovman Powell,https://www.espncricinfo.com/cricketers/rovman-powell-820351,c MacLeod b Leask,5,6,0,0,83.33
West Indies Vs Scotland,Scotland,7,Jason Holder,https://www.espncricinfo.com/cricketers/jason-holder-391485,c Greaves b Sharif,38,33,4,1,115.15
West Indies Vs Scotland,Scotland,8,Akeal Hosein,https://www.espncricinfo.com/cricketers/akeal-hosein-530812,run out (†Cross/Leask),1,1,0,0,100.00
West Indies Vs Scotland,Scotland,9,Alzarri Joseph,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,c †Cross b Watt,0,1,0,0,0.00
West Indies Vs Scotland,Scotland,10,Odean Smith,https://www.espncricinfo.com/cricketers/odean-smith-820691,c Greaves b Watt,5,8,0,0,62.50
West Indies Vs Scotland,Scotland,11,Obed McCoy,https://www.espncricinfo.com/cricketers/obed-mccoy-906783,not out,2,3,0,0,66.66
U.A.E. Vs Netherlands,U.A.E.,1,Chirag Suri,https://www.espncricinfo.com/cricketers/chirag-suri-534734,c †Edwards b van der Merwe,12,20,1,0,60.00
U.A.E. Vs Netherlands,U.A.E.,2,Muhammad Waseem,https://www.espncricinfo.com/cricketers/muhammad-waseem-1241277,c Pringle b Klaassen,41,47,1,2,87.23
U.A.E. Vs Netherlands,U.A.E.,3,Kashif Daud,https://www.espncricinfo.com/cricketers/kashif-daud-229225,b Pringle,15,14,0,1,107.14
U.A.E. Vs Netherlands,U.A.E.,4,Vriitya Aravind †,https://www.espncricinfo.com/cricketers/vriitya-aravind-1178586,c Klaassen b de Leede,18,21,0,0,85.71
U.A.E. Vs Netherlands,U.A.E.,5,Zawar Farid,https://www.espncricinfo.com/cricketers/zawar-farid-1196500,run out (Ackermann/†Edwards),2,4,0,0,50.00
U.A.E. Vs Netherlands,U.A.E.,6,Basil Hameed,https://www.espncricinfo.com/cricketers/basil-hameed-1209110,c van der Merwe b de Leede,4,4,1,0,100.00
U.A.E. Vs Netherlands,U.A.E.,7,CP Rizwan (c),https://www.espncricinfo.com/cricketers/cp-rizwan-474760,b de Leede,1,2,0,0,50.00
U.A.E. Vs Netherlands,U.A.E.,8,Aayan Afzal Khan,https://www.espncricinfo.com/cricketers/aayan-afzal-khan-1241265,c Cooper b Klaassen,5,7,0,0,71.42
U.A.E. Vs Netherlands,U.A.E.,9,Karthik Meiyappan,https://www.espncricinfo.com/cricketers/karthik-meiyappan-1058987,not out,0,0,0,0,-
U.A.E. Vs Netherlands,U.A.E.,10,Junaid Siddique,https://www.espncricinfo.com/cricketers/junaid-siddique-1203754,not out,0,1,0,0,0.00
U.A.E. Vs Netherlands,Netherlands,1,Vikramjit Singh,https://www.espncricinfo.com/cricketers/vikramjit-singh-1153767,b Basil Hameed,10,7,2,0,142.85
U.A.E. Vs Netherlands,Netherlands,2,Max O'Dowd,https://www.espncricinfo.com/cricketers/max-o-dowd-643197,b Junaid Siddique,23,18,3,1,127.77
U.A.E. Vs Netherlands,Netherlands,3,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,c Rizwan b Meiyappan,14,18,1,0,77.77
U.A.E. Vs Netherlands,Netherlands,4,Colin Ackermann,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,c Junaid Siddique b Aayan Afzal Khan,17,19,1,0,89.47
U.A.E. Vs Netherlands,Netherlands,5,Tom Cooper,https://www.espncricinfo.com/cricketers/tom-cooper-219885,lbw b Junaid Siddique,8,16,0,0,50.00
U.A.E. Vs Netherlands,Netherlands,6,Scott Edwards (c)†,https://www.espncricinfo.com/cricketers/scott-edwards-1127317,not out,16,19,0,0,84.21
U.A.E. Vs Netherlands,Netherlands,7,Roelof van der Merwe,https://www.espncricinfo.com/cricketers/roelof-van-der-merwe-47850,b Junaid Siddique,0,2,0,0,0.00
U.A.E. Vs Netherlands,Netherlands,8,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,b Zahoor Khan,15,16,0,0,93.75
U.A.E. Vs Netherlands,Netherlands,9,Logan van Beek,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,not out,4,4,0,0,100.00
Sri Lanka Vs Namibia,Sri Lanka,1,Michael van Lingen,https://www.espncricinfo.com/cricketers/michael-van-lingen-833777,c Pramod Madushan b Chameera,3,6,0,0,50.00
Sri Lanka Vs Namibia,Sri Lanka,2,Divan la Cock,https://www.espncricinfo.com/cricketers/divan-la-cock-1178065,c Shanaka b Pramod Madushan,9,9,1,0,100.00
Sri Lanka Vs Namibia,Sri Lanka,3,Jan Nicol Loftie-Eaton,https://www.espncricinfo.com/cricketers/jan-nicol-loftie-eaton-1071473,c †Mendis b Karunaratne,20,12,1,2,166.66
Sri Lanka Vs Namibia,Sri Lanka,4,Stephan Baard,https://www.espncricinfo.com/cricketers/stephan-baard-437927,c de Silva b Pramod Madushan,26,24,2,0,108.33
Sri Lanka Vs Namibia,Sri Lanka,5,Gerhard Erasmus (c),https://www.espncricinfo.com/cricketers/gerhard-erasmus-519070,c Gunathilaka b Hasaranga,20,24,0,0,83.33
Sri Lanka Vs Namibia,Sri Lanka,6,Jan Frylinck,https://www.espncricinfo.com/cricketers/jan-frylinck-482478,run out (Gunathilaka/†Mendis),44,28,4,0,157.14
Sri Lanka Vs Namibia,Sri Lanka,7,David Wiese,https://www.espncricinfo.com/cricketers/david-wiese-221140,c †Mendis b Theekshana,0,1,0,0,0.00
Sri Lanka Vs Namibia,Sri Lanka,8,JJ Smit,https://www.espncricinfo.com/cricketers/jj-smit-553821,not out,31,16,2,2,193.75
Sri Lanka Vs Namibia,Namibia,1,Pathum Nissanka,https://www.espncricinfo.com/cricketers/pathum-nissanka-1028655,c Smit b Shikongo,9,10,1,0,90.00
Sri Lanka Vs Namibia,Namibia,2,Kusal Mendis †,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,c †Green b Wiese,6,6,0,0,100.00
Sri Lanka Vs Namibia,Namibia,3,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,c Shikongo b Frylinck,12,11,1,0,109.09
Sri Lanka Vs Namibia,Namibia,4,Danushka Gunathilaka,https://www.espncricinfo.com/cricketers/danushka-gunathilaka-345821,c †Green b Shikongo,0,1,0,0,0.00
Sri Lanka Vs Namibia,Namibia,5,Bhanuka Rajapaksa,https://www.espncricinfo.com/cricketers/bhanuka-rajapaksa-342619,c la Cock b Scholtz,20,21,2,0,95.23
Sri Lanka Vs Namibia,Namibia,6,Dasun Shanaka (c),https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,c †Green b Frylinck,29,23,2,1,126.08
Sri Lanka Vs Namibia,Namibia,7,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,c Loftie-Eaton b Scholtz,4,8,0,0,50.00
Sri Lanka Vs Namibia,Namibia,8,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,c Baard b Smit,5,8,0,0,62.50
Sri Lanka Vs Namibia,Namibia,9,Pramod Madushan,https://www.espncricinfo.com/cricketers/pramod-madushan-826689,run out (van Lingen/†Green),0,0,0,0,-
Sri Lanka Vs Namibia,Namibia,10,Dushmantha Chameera,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,c Erasmus b Wiese,8,15,0,0,53.33
Sri Lanka Vs Namibia,Namibia,11,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,not out,11,11,0,1,100.00
